symbol,ts_code,tencent_name,price_hkd,prev_close,latest_open,volume_shares,turnover_hkd,quote_time,pct_chg,latest_high,latest_low,total_mv_hkd,float_mv_hkd,tencent_pe,tencent_pb
00725,00725.HK,恒都集团,1.0,1.0,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,198960000.0,198960000.0,6.38,0.0
00726,00726.HK,筑友智造科技,0.037,0.037,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,114740000.0,114740000.0,-0.09,0.0
00727,00727.HK,皇冠环球集团,0.58,0.58,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,737670000.0,737670000.0,-10.46,0.0
00728,00728.HK,中国电信,4.37,4.39,4.4,1396000.0,6132620.0,2026/06/30 09:31:58,-0.46,4.42,4.37,60644280000.0,399886200000.0,10.88,1.14
00730,00730.HK,首惠产业金融,0.125,0.125,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,494240000.0,494240000.0,16.89,0.0
00731,00731.HK,建发新胜,0.39,0.39,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,551690000.0,551690000.0,-7.49,0.0
00732,00732.HK,信利国际,0.94,0.95,0.94,80000.0,75200.0,2026/06/30 09:30:25,-1.05,0.94,0.94,2770200000.0,2770200000.0,10.1,0.0
00733,00733.HK,合富辉煌,0.193,0.193,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,130109999.99999999,130109999.99999999,-0.43,0.0
00736,00736.HK,中国置业投资,0.211,0.21,0.0,0.0,0.0,2026/06/30 09:31:54,0.48,0.0,0.0,67650000.0,67650000.0,-1.03,0.0
00737,00737.HK,湾区发展,1.87,1.87,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,6230260000.0,6230260000.0,12.04,0.0
00738,00738.HK,莱尔斯丹,0.265,0.265,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,184110000.0,184110000.0,-2.78,0.0
00743,00743.HK,亚洲水泥(中国),1.75,1.74,0.0,0.0,0.0,2026/06/30 09:30:02,0.57,0.0,0.0,2741990000.0,2741990000.0,28.89,0.0
00745,00745.HK,中国国家文化产业,4.36,4.36,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1021840000.0000001,1021840000.0000001,-213.68,0.0
00746,00746.HK,理文化工,4.4,4.4,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3629999999.9999995,3629999999.9999995,6.5,0.0
00747,00747.HK,沈阳公用发展股份,0.066,0.066,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,39950000.0,96980000.0,-0.69,0.0
00750,00750.HK,水发兴业能源,0.221,0.221,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,557160000.0,557160000.0,17.88,0.0
00751,00751.HK,创维集团,4.23,4.12,0.0,0.0,0.0,2026/06/30 09:31:46,2.67,0.0,0.0,8003180000.0,8003180000.0,20.31,0.0
00752,00752.HK,笔克远东,2.18,2.19,2.18,8000.0,17440.0,2026/06/30 09:30:05,-0.46,2.18,2.18,2784430000.0,2784430000.0,6.39,0.0
00753,00753.HK,中国国航,4.37,4.43,4.41,1158000.0,5058190.0,2026/06/30 09:32:04,-1.35,4.44,4.32,21656020000.0,89552490000.0,-45.24,2.71
00754,00754.HK,合生创展集团,2.64,2.64,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,10012310000.0,10012310000.0,83.73,0.0
00755,00755.HK,大方广瑞德,0.255,0.255,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,45530000.0,45530000.0,-0.58,0.0
00756,00756.HK,森美控股,0.67,0.67,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,228169999.99999997,228169999.99999997,-8.44,0.0
00757,00757.HK,阳光能源,0.06,0.06,0.06,1000.0,60.0,2026/06/30 09:30:01,0.0,0.06,0.06,199430000.0,199430000.0,-0.63,0.0
00759,00759.HK,CEC国际控股,0.226,0.226,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,150560000.0,150560000.0,-3.43,0.0
00760,00760.HK,新天地产集团,0.145,0.145,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,74630000.0,74630000.0,-0.34,0.0
00762,00762.HK,中国联通,6.32,6.35,6.36,316000.0,2003940.0,2026/06/30 09:31:30,-0.47,6.36,6.32,193380150000.0,193380150000.0,8.39,0.63
00763,00763.HK,中兴通讯,23.1,22.96,23.18,148800.0,3454004.0,2026/06/30 09:31:59,0.61,23.36,23.06,17452110000.0,110499660000.0,17.77,1.31
00764,00764.HK,永恒策略,0.29,0.29,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,116829999.99999999,116829999.99999999,-0.34,0.0
00765,00765.HK,威发国际,0.14,0.14,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,68650000.0,68650000.0,-8.9,0.0
00767,00767.HK,中基长寿科学,0.445,0.47,0.445,110000.0,48950.0,2026/06/30 09:31:00,-5.32,0.445,0.445,283310000.0,283310000.0,-16.91,0.0
00768,00768.HK,开明投资,0.037,0.037,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,47050000.0,47050000.0,4.98,0.0
00769,00769.HK,中国稀土,0.7,0.7,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1953320000.0,1953320000.0,-18.62,0.0
00770,00770.HK,沪光国际,0.2,0.2,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3530000.0,3530000.0,-4.09,0.0
00771,00771.HK,自动系统,0.76,0.76,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,637970000.0,637970000.0,7.74,0.0
00772,00772.HK,阅文集团,19.37,19.29,19.29,86400.0,1665094.0,2026/06/30 09:31:53,0.41,19.5,19.25,19785990000.0,19785990000.0,-23.03,1.3
00775,00775.HK,长江生命科技,0.6,0.6,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,5766640000.0,5766640000.0,-30.87,0.0
00776,00776.HK,帝国科技集团,0.405,0.5,0.5,2000.0,867.5,2026/06/30 09:32:05,-19.0,0.5,0.405,181400000.0,181400000.0,-4.2,19.0
00777,00777.HK,网龙,7.35,7.17,7.14,13000.0,93480.0,2026/06/30 09:31:06,2.51,7.35,7.14,3866840000.0,3866840000.0,23.13,2.93
00780,00780.HK,同程旅行,12.0,12.54,12.54,911339.0,11097291.06,2026/06/30 09:32:05,-4.31,12.57,11.96,28251720000.0,28251720000.0,10.76,4.86
00784,00784.HK,凌锐控股,0.67,0.67,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,536000000.00000006,536000000.00000006,-47.02,0.0
00788,00788.HK,中国铁塔,8.84,8.95,8.93,533957.0,4745790.15,2026/06/30 09:32:04,-1.23,8.95,8.84,41250850000.0,155591490000.0,12.08,1.23
00789,00789.HK,雅天妮集团,0.3,0.3,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,397190000.0,397190000.0,52.2,0.0
00794,00794.HK,锦胜集团(控股),0.25,0.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,82770000.0,82770000.0,36.75,0.0
00797,00797.HK,第七大道,1.16,1.16,1.16,2000.0,2320.0,2026/06/30 09:30:15,0.0,1.16,1.16,3187380000.0,3187380000.0,77.76,0.0
00798,00798.HK,中电光谷,0.134,0.134,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,992750000.0,992750000.0,27.51,0.0
00799,00799.HK,IGG,3.28,3.24,3.14,20000.0,64950.0,2026/06/30 09:31:55,1.23,3.28,3.14,3756140000.0,3756140000.0,6.47,4.32
00800,00800.HK,文远知行-W,14.83,14.32,14.85,7000.0,103942.0,2026/06/30 09:32:04,3.56,14.86,14.84,13848480000.0,14661380000.0,-8.0,0.14
00804,00804.HK,鼎石资本,3.3,3.33,3.3,5000.0,16500.0,2026/06/30 09:30:26,-0.9,3.3,3.3,200999999.99999997,200999999.99999997,-11.59,0.0
00805,00805.HK,新吉奥房车,5.79,5.79,5.79,4000.0,23160.0,2026/06/30 09:31:56,0.0,5.79,5.79,5558400000.0,5558400000.0,162.9,0.0
00806,00806.HK,惠理集团,2.06,2.04,2.07,2000.0,4140.0,2026/06/30 09:30:11,0.98,2.07,2.07,3763020000.0,3763020000.0,5.64,0.0
00807,00807.HK,上海实业环境,0.98,0.98,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2524150000.0,2524150000.0,3.73,0.0
00809,00809.HK,大成生化科技,0.04,0.04,0.0,0.0,0.0,2026/06/30 09:00:00,0.0,0.0,0.0,671530000.0,671530000.0,4.3,0.0
00810,00810.HK,中国铸晨81,0.071,0.071,0.071,54000.0,3834.0,2026/06/30 09:31:25,0.0,0.071,0.071,50610000.0,50610000.0,-7.34,0.0
00811,00811.HK,新华文轩,8.6,8.67,8.59,12000.0,103090.0,2026/06/30 09:31:30,-0.81,8.6,8.59,3800660000.0,10611030000.0,6.11,0.12
00813,00813.HK,世茂集团,0.078,0.076,0.076,435500.0,33117.0,2026/06/30 09:32:02,2.63,0.078,0.076,765570000.0,765570000.0,0.05,2.63
00814,00814.HK,北京京客隆,0.27,0.27,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,49180000.0,111300000.0,-0.78,0.0
00815,00815.HK,中国白银集团,0.265,0.265,0.265,266000.0,69310.0,2026/06/30 09:30:22,0.0,0.265,0.26,1045780000.0000001,1045780000.0000001,1.61,1.89
00816,00816.HK,金茂服务,2.18,2.19,2.2,4500.0,9875.0,2026/06/30 09:30:13,-0.46,2.2,2.19,1971130000.0000002,1971130000.0000002,5.74,0.46
00817,00817.HK,中国金茂,1.24,1.26,1.26,1076000.0,1338880.0,2026/06/30 09:32:06,-1.59,1.26,1.24,16755460000.0,16755460000.0,12.08,1.59
00818,00818.HK,高阳科技,0.435,0.435,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1207920000.0,1207920000.0,-9.94,0.0
00819,00819.HK,天能动力,4.74,4.75,4.71,4000.0,18840.0,2026/06/30 09:31:14,-0.21,4.71,4.71,5337830000.0,5337830000.0,3.36,0.0
00821,00821.HK,汇盈控股,0.295,0.295,0.295,16000.0,4720.0,2026/06/30 09:30:16,0.0,0.295,0.295,97140000.0,97140000.0,-1.55,0.0
00822,00822.HK,嘉瑞国际,0.375,0.375,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,335160000.0,335160000.0,-12.01,0.0
00825,00825.HK,新世界百货中国,0.275,0.275,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,463690000.0,463690000.0,18.34,0.0
00826,00826.HK,天工国际,3.54,3.46,3.46,772000.0,2722980.0,2026/06/30 09:31:44,2.31,3.56,3.46,9646500000.0,9646500000.0,21.77,2.89
00827,00827.HK,玖源集团,0.052,0.052,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,365460000.0,365460000.0,-0.44,0.0
00828,00828.HK,王朝酒业,0.184,0.184,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,259150000.0,259150000.0,18.93,0.0
00829,00829.HK,神冠控股,0.157,0.157,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,507190000.0,507190000.0,-6.57,0.0
00830,00830.HK,中国建筑兴业,0.76,0.76,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1713830000.0,1713830000.0,7.22,0.0
00831,00831.HK,利亚零售,0.345,0.345,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,269840000.0,269840000.0,7.98,0.0
00832,00832.HK,建业地产,0.041,0.041,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,124600000.0,124600000.0,-0.04,0.0
00833,00833.HK,华讯,0.89,0.9,0.89,72000.0,64000.0,2026/06/30 09:31:12,-1.11,0.89,0.88,421020000.00000006,421020000.00000006,8.93,1.11
00834,00834.HK,康大食品,0.211,0.211,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,95570000.0,95570000.0,-4.97,0.0
00836,00836.HK,华润电力,17.41,17.41,17.41,290645.0,5061289.45,2026/06/30 09:32:03,0.0,17.46,17.4,90132580000.0,90132580000.0,6.21,0.34
00837,00837.HK,谭木匠,6.02,6.02,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1497260000.0,1497260000.0,7.91,0.0
00838,00838.HK,亿和控股,0.83,0.83,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1436260000.0,1436260000.0,5.87,0.0
00839,00839.HK,中教控股,1.76,1.77,1.76,632000.0,1111290.0,2026/06/30 09:31:53,-0.56,1.77,1.75,4928550000.0,4928550000.0,4.6,1.13
00840,00840.HK,天业节水,0.195,0.195,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,39470000.0,101309999.99999999,-1.67,0.0
00841,00841.HK,木薯资源,0.132,0.132,0.138,20000.0,2748.0,2026/06/30 09:30:25,0.0,0.138,0.132,77180000.0,77180000.0,-0.59,4.55
00842,00842.HK,理士国际,1.0,1.0,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1442390000.0,1442390000.0,-7.49,0.0
00844,00844.HK,广泰国际控股,0.405,0.405,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,200210000.0,200210000.0,-2.04,0.0
00845,00845.HK,恒盛地产,0.01,0.01,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,77930000.0,77930000.0,-0.02,0.0
00846,00846.HK,明发集团,0.09,0.09,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,548410000.0,548410000.0,-0.4,0.0
00848,00848.HK,茂业国际,0.1,0.1,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,514030000.0,514030000.0,-0.92,0.0
00851,00851.HK,盛源控股,0.175,0.175,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,154340000.0,154340000.0,15.94,0.0
00852,00852.HK,海峡石油化工,0.166,0.166,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,352480000.0,352480000.0,-1.08,0.0
00853,00853.HK,微创医疗,6.48,6.48,6.6,170000.0,1101587.0,2026/06/30 09:32:01,0.0,6.6,6.41,12424620000.0,12424620000.0,32.91,2.93
00854,00854.HK,威雅利,5.35,5.35,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,550990000.0,550990000.0,10.81,0.0
00855,00855.HK,中国水务,4.4,4.46,4.43,56000.0,246380.0,2026/06/30 09:32:04,-1.35,4.44,4.39,7157530000.0,7157530000.0,7.26,1.12
00856,00856.HK,伟仕佳杰,8.72,8.66,8.68,14000.0,121480.0,2026/06/30 09:31:33,0.69,8.72,8.64,12467750000.0,12467750000.0,9.21,0.92
00857,00857.HK,中国石油股份,8.65,8.79,8.79,5643131.0,49168153.84,2026/06/30 09:31:58,-1.59,8.79,8.65,182505490000.0,1583131460000.0,9.09,1.59
00858,00858.HK,精优药业,0.059,0.059,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,171100000.0,171100000.0,0.77,0.0
00859,00859.HK,中昌国际控股,0.089,0.089,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,100130000.00000001,100130000.00000001,-0.5,0.0
00860,00860.HK,APOLLO出行,0.54,0.54,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,552120000.0,552120000.0,-0.83,0.0
00861,00861.HK,神州控股,1.86,1.86,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3112910000.0,3112910000.0,89.49,0.0
00862,00862.HK,远见控股(新),1.35,1.35,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,529770000.0,529770000.0,-9.43,0.0
00863,00863.HK,OSL集团,11.94,12.0,0.0,0.0,0.0,2026/06/30 09:31:17,-0.5,0.0,0.0,10773090000.0,10773090000.0,-27.85,0.0
00864,00864.HK,永利地产发展,0.193,0.193,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,74530000.0,74530000.0,-0.28,0.0
00865,00865.HK,建德国际控股,0.058,0.058,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,338600000.0,338600000.0,-43.38,0.0
00866,00866.HK,中国秦发,1.37,1.39,1.38,26000.0,35800.0,2026/06/30 09:30:20,-1.44,1.38,1.37,3599560000.0000005,3599560000.0000005,-34.64,0.72
00867,00867.HK,康哲药业,10.71,10.55,10.55,65000.0,691260.0,2026/06/30 09:32:03,1.52,10.72,10.43,26058839999.999996,26058839999.999996,15.81,2.75
00868,00868.HK,信义玻璃,8.63,8.61,8.59,179000.0,1535510.0,2026/06/30 09:31:40,0.23,8.64,8.5,38180060000.0,38180060000.0,12.64,1.63
00869,00869.HK,彩星玩具,0.48,0.48,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,551240000.0,551240000.0,-35.9,0.0
00871,00871.HK,中国疏浚环保,0.07,0.07,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,105270000.0,105270000.0,-0.97,0.0
00873,00873.HK,世茂服务,0.44,0.44,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1086000000.0,1086000000.0,9.5,0.0
00874,00874.HK,白云山,14.6,14.48,14.66,2000.0,29320.0,2026/06/30 09:31:08,0.83,14.66,14.66,3210540000.0000005,23736550000.0,7.19,0.0
00875,00875.HK,从玉智农,0.53,0.53,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,370490000.0,370490000.0,-0.91,0.0
00876,00876.HK,佳兆业健康,0.048,0.048,0.0,0.0,0.0,2026/06/30 09:00:00,0.0,0.0,0.0,242020000.0,242020000.0,-5.18,0.0
00878,00878.HK,金朝阳集团,6.32,6.32,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1790510000.0,1790510000.0,-0.84,0.0
00880,00880.HK,澳博控股,1.45,1.46,1.45,19000.0,27550.0,2026/06/30 09:20:36,-0.68,1.45,1.45,10297620000.0,10297620000.0,-24.0,0.0
00881,00881.HK,中升控股,5.07,5.04,5.05,130000.0,657185.0,2026/06/30 09:31:29,0.6,5.07,5.04,12000660000.0,12000660000.0,-6.48,0.6
00882,00882.HK,天津发展,2.11,2.11,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2263540000.0,2263540000.0,5.29,0.0
00883,00883.HK,中国海洋石油,20.76,21.08,21.12,3095000.0,64769080.0,2026/06/30 09:32:04,-1.52,21.12,20.76,924649440000.0,986721840000.0,7.3,1.71
00884,00884.HK,旭辉控股集团,0.044,0.045,0.044,2128000.0,93632.0,2026/06/30 09:31:46,-2.22,0.044,0.044,797560000.0,797560000.0,0.04,0.0
00887,00887.HK,英皇钟表珠宝,0.248,0.248,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1799660000.0,1799660000.0,3.93,0.0
00888,00888.HK,链信控股,0.046,0.046,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,65400000.0,65400000.0,-1.0,0.0
00889,00889.HK,连达科技控股,0.59,0.59,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,188800000.0,188800000.0,-7.8,0.0
00893,00893.HK,中国铁钛,0.065,0.065,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,146190000.0,146190000.0,-929.85,0.0
00894,00894.HK,万裕科技,4.68,4.79,4.79,222000.0,1064760.0,2026/06/30 09:32:03,-2.3,4.82,4.68,2243230000.0,2243230000.0,358.92,2.92
00895,00895.HK,东江环保,1.79,1.86,1.84,1374600.0,2488854.0,2026/06/30 09:32:00,-3.76,1.84,1.78,358250000.0,1978409999.9999998,-1.45,3.23
00896,00896.HK,兴胜创建,0.249,0.249,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,267200000.00000003,267200000.00000003,-0.3,0.0
00897,00897.HK,位元堂,0.28,0.28,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,312030000.0,312030000.0,78.16,0.0
00898,00898.HK,万事昌国际,0.95,0.95,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,794270000.0,794270000.0,-1.23,0.0
00899,00899.HK,中加国信,0.255,0.255,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,113520000.0,113520000.0,-0.62,0.0
00900,00900.HK,Aeon信贷,8.49,8.47,8.47,12000.0,101640.0,2026/06/30 09:30:30,0.24,8.49,8.43,3555319999.9999995,3555319999.9999995,7.59,0.71
00901,00901.HK,华曦达,62.7,62.7,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,13128980000.000002,13138160000.0,49.63,0.0
00902,00902.HK,华能国际电力股份,5.52,5.52,5.53,165341.0,913602.32,2026/06/30 09:31:55,0.0,5.53,5.51,25946120000.000004,86653480000.0,5.38,0.36
00905,00905.HK,胡桃资本,0.17,0.17,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,178590000.0,178590000.0,-1.04,0.0
00907,00907.HK,高雅光学,0.061,0.061,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,53240000.0,53240000.0,-2.64,0.0
00909,00909.HK,明源云,1.23,1.23,1.24,369000.0,457510.0,2026/06/30 09:31:55,0.0,1.24,1.23,2352190000.0,2352190000.0,69.5,0.81
00910,00910.HK,中国三迪,0.014,0.014,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,71230000.0,71230000.0,-0.12,0.0
00911,00911.HK,前海健康,0.65,0.65,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,110140000.0,110140000.0,18.54,0.0
00912,00912.HK,信佳国际,1.09,1.09,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,310420000.0,310420000.0,7.67,0.0
00913,00913.HK,港湾数字,0.143,0.143,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,50739999.99999999,50739999.99999999,0.34,0.0
00914,00914.HK,海螺水泥,16.97,17.0,16.8,261985.0,4430908.0,2026/06/30 09:31:27,-0.18,16.97,16.8,22018070000.0,89893020000.0,9.59,1.0
00915,00915.HK,道和环球,0.04,0.04,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,60380000.0,60380000.0,100.77,0.0
00916,00916.HK,龙源电力,5.16,5.2,5.18,471000.0,2437794.0,2026/06/30 09:32:03,-0.77,5.21,5.16,17120270000.0,43136650000.0,8.4,0.96
00917,00917.HK,趣致集团,8.82,8.84,8.9,81300.0,718276.0,2026/06/30 09:32:04,-0.23,8.9,8.78,2336410000.0,2336410000.0,7.39,1.36
00918,00918.HK,龙翼航空科技,1.08,1.07,1.08,6000.0,6480.0,2026/06/30 09:30:02,0.93,1.08,1.08,1203190000.0,1203190000.0,-217.14,0.0
00919,00919.HK,现代健康科技,0.089,0.089,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,80500000.0,80500000.0,-15.89,0.0
00921,00921.HK,海信家电,24.96,24.839,24.84,94000.0,2341060.0,2026/06/30 09:32:04,0.49,25.34,24.64,11471360000.0,34566130000.0,9.8,2.82
00922,00922.HK,安贤园中国,0.108,0.108,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,239909999.99999997,239909999.99999997,-2.07,0.0
00923,00923.HK,综合环保集团,0.019,0.019,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,91640000.0,91640000.0,-0.54,0.0
00924,00924.HK,坤集团,0.11,0.11,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,110000000.00000001,110000000.00000001,-8.47,0.0
00926,00926.HK,碧生源,2.45,2.45,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,299550000.0,299550000.0,13.23,0.0
00927,00927.HK,富士高实业,0.48,0.475,0.0,0.0,0.0,2026/06/30 09:30:19,1.05,0.0,0.0,245280000.0,245280000.0,-9.34,0.0
00928,00928.HK,帝王国际投资,0.068,0.067,0.0,0.0,0.0,2026/06/30 09:30:00,1.49,0.0,0.0,125830000.0,125830000.0,-2.65,0.0
00929,00929.HK,国际精密,0.55,0.56,0.55,5000.0,2750.0,2026/06/30 09:31:20,-1.79,0.55,0.55,578740000.0,578740000.0,50.82,0.0
00931,00931.HK,中国港能,0.27,0.27,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,2202630000.0,2202630000.0,-20.78,0.0
00932,00932.HK,顺腾国际控股,0.026,0.026,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,80810000.0,80810000.0,-3.04,0.0
00933,00933.HK,非凡领越,0.4,0.4,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,3983430000.0,3983430000.0,23.38,0.0
00934,00934.HK,中石化冠德,3.6,3.63,3.64,28000.0,101420.0,2026/06/30 09:32:01,-0.83,3.64,3.6,8950180000.0,8950180000.0,8.7,1.1
00936,00936.HK,佳兆业资本,0.25,0.25,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,265000000.0,265000000.0,38.97,0.0
00938,00938.HK,民生国际,0.425,0.425,0.425,10000.0,4250.0,2026/06/30 09:32:02,0.0,0.425,0.425,275060000.0,275060000.0,-0.46,0.0
00939,00939.HK,建设银行,8.18,8.24,8.19,14918800.0,122137942.0,2026/06/30 09:32:03,-0.73,8.23,8.16,1966613680000.0,2139891119999.9998,5.7,0.85
00941,00941.HK,中国移动,76.9,77.25,77.0,483150.0,37215597.5,2026/06/30 09:32:02,-0.45,77.45,76.85,1597724150000.0,1667147000000.0,10.98,0.78
00943,00943.HK,中证国际,0.153,0.153,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,315270000.0,315270000.0,-2.15,0.0
00945,00945.HK,宏利金融-S,316.8,316.0,316.8,200.0,63360.0,2026/06/30 09:20:36,0.25,316.8,316.8,527685679999.99994,527685679999.99994,16.73,0.0
00947,00947.HK,摩比发展,0.18,0.18,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,143430000.0,143430000.0,-1.38,0.0
00948,00948.HK,阿尔法企业,0.201,0.201,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,82870000.0,82870000.0,-0.42,0.0
00950,00950.HK,李氏大药厂,1.04,1.04,1.04,21500.0,22360.0,2026/06/30 09:20:36,0.0,1.04,1.04,612390000.0,612390000.0,6.66,0.0
00951,00951.HK,超威动力,1.33,1.33,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,1468490000.0,1468490000.0,3.67,0.0
00952,00952.HK,华富建业金融,0.09,0.09,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,557730000.0,557730000.0,-2.36,0.0
00953,00953.HK,邵氏兄弟控股,0.17,0.17,0.17,30000.0,5100.0,2026/06/30 09:30:13,0.0,0.17,0.17,241330000.0,241330000.0,-15.34,0.0
00954,00954.HK,常茂生物,0.29,0.29,0.0,0.0,0.0,2026/06/30 09:20:36,0.0,0.0,0.0,53269999.99999999,153610000.0,-2.08,0.0
00956,00956.HK,新天绿色能源,3.13,3.11,3.12,119000.0,370330.0,2026/06/30 09:31:43,0.64,3.13,3.1,6716990000.0,14124730000.0,6.99,0.96
